"Table/View Name","Column Name","Column Datatype","Column Null Option","Column Is PK","Column Is FK","Attribute Name","Entity Name"
TB_BTR_DOMESTIC_TRIP_MGMT,LODG_AMT,NUMBER(10),NULL,No,No,숙박료,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,TRIP_TOT_AMT,"NUMBER(20,4)",NULL,No,No,출장비합계,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,CTRL_NO,VARCHAR2(12),NULL,No,No,통제번호,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,EXP_CALC_YN,VARCHAR2(1),NULL,No,No,비용계산여부,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,EXMN,VARCHAR2(1),NULL,No,No,검토구분,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,EXMN_DT,VARCHAR2(8),NULL,No,No,검토일,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,RETURN_RSN,VARCHAR2(100),NULL,No,No,반려사유,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,RESOL_RQST_NO,VARCHAR2(20),NULL,No,No,결의서신청번호,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,MOU_DT,VARCHAR2(8),NULL,No,No,할인체결일자,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,RAIL_SEQ_NO,VARCHAR2(20),NULL,No,No,할인증발급번호,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,REG_DT,DATE,NULL,No,No,등록일,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,국내출장관리
TB_BTR_DOMESTIC_TRIP_MGMT,USE_CAR_YN,VARCHAR2(1),NULL,No,No,연구원차량사용여부,국내출장관리
TB_BTR_DUTY_PFM_MGMT,HOMECOME_RQST_NO,VARCHAR2(20),"NOT NULL",Yes,Yes,귀국신청번호,업무수행관리
TB_BTR_DUTY_PFM_MGMT,DT,VARCHAR2(8),"NOT NULL",Yes,No,일자,업무수행관리
TB_BTR_DUTY_PFM_MGMT,SEQ_NO,NUMBER(5),"NOT NULL",Yes,No,순번,업무수행관리
TB_BTR_DUTY_PFM_MGMT,NTN,VARCHAR2(3),NULL,No,No,국가,업무수행관리
TB_BTR_DUTY_PFM_MGMT,CITY_NM,VARCHAR2(50),NULL,No,No,도시명,업무수행관리
TB_BTR_DUTY_PFM_MGMT,VIST_ORG,VARCHAR2(50),NULL,No,No,방문기관,업무수행관리
TB_BTR_DUTY_PFM_MGMT,ORG_DUTY,VARCHAR2(100),NULL,No,No,수행업무,업무수행관리
TB_BTR_DUTY_PFM_MGMT,INVE,VARCHAR2(100),NULL,No,No,면담자,업무수행관리
TB_BTR_DUTY_PFM_MGMT,REG_DT,DATE,NULL,No,No,등록일,업무수행관리
TB_BTR_DUTY_PFM_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,업무수행관리
TB_BTR_DUTY_PFM_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,업무수행관리
TB_BTR_DUTY_PFM_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,업무수행관리
TB_BTR_FONCTRS_SCDL_MGMT,TRIP_RQST_NO,VARCHAR2(20),"NOT NULL",Yes,Yes,신청번호,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,VIST_DT,VARCHAR2(8),"NOT NULL",Yes,No,방문일자,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,SEQ_NO,NUMBER(5),"NOT NULL",Yes,No,순번,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,NTN_NM,VARCHAR2(3),NULL,No,No,국가명,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,CITY_NM,VARCHAR2(50),NULL,No,No,도시명,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,ORG_DUTY,VARCHAR2(100),NULL,No,No,수행업무,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,VIST_ORG,VARCHAR2(50),NULL,No,No,방문기관,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,REG_DT,DATE,NULL,No,No,등록일,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,해외일정관리
TB_BTR_FONCTRS_SCDL_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,해외일정관리
TB_BTR_FONCTRS_TRIP_AMT_CTRL,TRIP_RQST_NO,VARCHAR2(20),"NOT NULL",Yes,Yes,신청번호,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,TRIP_AMT_CLS,VARCHAR2(1),"NOT NULL",Yes,No,여비구분,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CURY_CD,VARCHAR2(2),NULL,No,No,통화단위,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,EXCHNG,"NUMBER(20,4)",NULL,No,No,환율,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,RQST_AMT,"NUMBER(20,4)",NULL,No,No,신청금액,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CTRL_AMT,"NUMBER(20,4)",NULL,No,No,통제금액,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CHG_EXCHNG_RATE,"NUMBER(20,4)",NULL,No,No,변경환율,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CHG_RQST_AMT,"NUMBER(20,4)",NULL,No,No,변경신청금액,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CHG_CTRL_AMT,"NUMBER(20,4)",NULL,No,No,변경통제금액,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,BUDG_NO,VARCHAR2(20),NULL,No,No,예산번호,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,EXP_ITEM,VARCHAR2(3),NULL,No,No,비용항목,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CTRL_YN,CHAR(18),NULL,No,No,통제여부,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,CTRL_NO,VARCHAR2(10),"NOT NULL",No,No,통제번호,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,RESOL_YN,VARCHAR2(1),NULL,No,No,결의여부,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,REG_DT,DATE,NULL,No,No,등록일,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,RESOL_NO,VARCHAR2(15),NULL,No,No,결의번호,해외출장여비통제
TB_BTR_FONCTRS_TRIP_AMT_CTRL,RESOL_RQST_NO,VARCHAR2(20),NULL,No,No,결의서신청번호,해외출장여비통제
TB_BTR_FONCTRS_TRIP_MGMT,RQST_NO,VARCHAR2(20),"NOT NULL",Yes,No,신청번호,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,EMP_NO,VARCHAR2(10),"NOT NULL",No,No,개인번호,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_STR_DT,VARCHAR2(8),NULL,No,No,출장시작일,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_END_DT,VARCHAR2(8),NULL,No,No,출장종료일,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_TPE,VARCHAR2(1),NULL,No,No,출장구분,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,SCIT_REGAMT_TPE,VARCHAR2(1),NULL,No,No,학회등록비구분,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_OBJ_CLS,VARCHAR2(1),NULL,No,No,출장목적구분,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_OBJ,VARCHAR2(50),NULL,No,No,출장목적,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRIP_NTN,VARCHAR2(50),NULL,No,No,출장국,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,RND_CMT_PASS_YN,VARCHAR2(1),NULL,No,No,연심회통과여부,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,AIFA_POLI_PUR_MTHD,VARCHAR2(1),NULL,No,No,항공권구입방식,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TRAV_CMP_NM,VARCHAR2(16),NULL,No,No,여행사명,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,TEL_NO,VARCHAR2(16),NULL,No,No,전화번호,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,AREA_MOVT,VARCHAR2(300),NULL,No,No,지역간이동,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,ETC_SINGUL_MATT,VARCHAR2(100),NULL,No,No,기타특이사항,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,BUDG_NO1,VARCHAR2(10),"NOT NULL",No,No,예산번호1,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,BUDG_NO2,VARCHAR2(10),"NOT NULL",No,No,예산번호2,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,MTG_FEE_USE_YN,VARCHAR2(1),NULL,No,No,회의비사용여부,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,STAY_AMT_CALC_DETL,VARCHAR2(300),NULL,No,No,체재비계산내역,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,HOMECOME_RPT_YN,VARCHAR2(1),NULL,No,No,귀국보고작성여부,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,REG_DT,DATE,NULL,No,No,등록일,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,FUND_TPE_PLC,VARCHAR2(100),NULL,No,No,재원처,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,HRM_RQST_NO,VARCHAR2(20),NULL,No,No,인사발령번호,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,EXP_ITEM1,VARCHAR2(10),NULL,No,No,비용항목1,해외출장관리
TB_BTR_FONCTRS_TRIP_MGMT,EXP_ITEM2,VARCHAR2(10),NULL,No,No,비용항목2,해외출장관리
TB_BTR_HMCM_RPT_MGMT,HOMECOME_RQST_NO,VARCHAR2(20),"NOT NULL",Yes,No,귀국신청번호,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,RQST_DT,VARCHAR2(8),NULL,No,No,신청일자,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,TRIP_RQST_NO,VARCHAR2(20),"NOT NULL",No,Yes,신청번호,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,TRIP_STR_DT,VARCHAR2(8),NULL,No,No,출장시작일,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,TRIP_END_DT,VARCHAR2(8),NULL,No,No,출장종료일,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,TRIP_OBJ,VARCHAR2(100),NULL,No,No,출장목적,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,RMK,VARCHAR2(100),NULL,No,No,비고,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,HMCM_RPT_OPEN_YN,VARCHAR2(1),NULL,No,No,귀국보고서공개여부,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,AREA_MOVT_CNTNT,VARCHAR2(100),NULL,No,No,지역이동교통비,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,SCIT_REGAMT_CNTNT,VARCHAR2(100),NULL,No,No,학회등록비,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,ETC,VARCHAR2(100),NULL,No,No,기타,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,REG_DT,DATE,NULL,No,No,등록일,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,귀국보고서관리
TB_BTR_HMCM_RPT_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,귀국보고서관리
TB_BTR_MAJOR_PLC,ORG_CD,VARCHAR2(5),"NOT NULL",Yes,No,방문기관코드,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,ORG_NM,VARCHAR2(30),NULL,No,No,기관명,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,ETC,VARCHAR2(200),NULL,No,No,비고,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,USE_YN,VARCHAR2(1),NULL,No,No,사용여부,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,REG_DT,DATE,NULL,No,No,등록일,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,REG_EMP_NO,VARCHAR2(5),NULL,No,No,등록자,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,LAST_CHG_DT,DATE,NULL,No,No,수정일,"출장 주요방문기관"
TB_BTR_MAJOR_PLC,LAST_CHG_EMP_NO,VARCHAR2(5),NULL,No,No,수정자,"출장 주요방문기관"
TB_BTR_MAJOR_TRAFFIC_COURSE,ORG_CD,VARCHAR2(5),"NOT NULL",Yes,No,방문기관코드,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,SEQ_NO,NUMBER(2),"NOT NULL",Yes,No,순번,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,STR_PLC,VARCHAR2(20),"NOT NULL",No,No,출발지,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,END_PLC,VARCHAR2(20),NULL,No,No,도착지,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,TRAFFIC_CLS,VARCHAR2(2),NULL,No,No,교통편,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,REG_EMP_NO,VARCHAR2(5),NULL,No,No,등록자,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,REG_DT,DATE,NULL,No,No,등록일자,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,LAST_CHG_EMP_NO,VARCHAR2(5),NULL,No,No,수정자,방문기관경유지
TB_BTR_MAJOR_TRAFFIC_COURSE,LAST_CHG_DT,DATE,NULL,No,No,수정일자,방문기관경유지
TB_BTR_RAIL_NO,RQST_NO,VARCHAR2(15),"NOT NULL",Yes,No,신청번호,철도이용번호
TB_BTR_RAIL_NO,SEQ_NO,NUMBER(2),"NOT NULL",Yes,No,순번,철도이용번호
TB_BTR_RAIL_NO,CTRCT_DT,VARCHAR2(8),NULL,No,No,협약일자,철도이용번호
TB_BTR_RAIL_NO,RAIL_SEQNO,NUMBER(5),"NOT NULL",No,No,철도표순번,철도이용번호
TB_BTR_RAIL_NO,GO_DT,VARCHAR2(8),NULL,No,No,가는일자,철도이용번호
TB_BTR_RAIL_NO,GO_STR_PLC,VARCHAR2(10),NULL,No,No,가는출발지,철도이용번호
TB_BTR_RAIL_NO,GO_END_PLC,VARCHAR2(10),NULL,No,No,가는도착지,철도이용번호
TB_BTR_RAIL_NO,CM_DT,VARCHAR2(8),NULL,No,No,오는일자,철도이용번호
TB_BTR_RAIL_NO,CM_STR_PLC,VARCHAR2(10),NULL,No,No,오는출발지,철도이용번호
TB_BTR_RAIL_NO,CM_END_PLC,VARCHAR2(10),NULL,No,No,오는도착지,철도이용번호
TB_BTR_RAIL_NO,TEL_NO,VARCHAR2(20),NULL,No,No,전화번호,철도이용번호
TB_BTR_RAIL_NO,REG_DT,DATE,NULL,No,No,등록일,철도이용번호
TB_BTR_RAIL_NO,REG_EMP_NO,VARCHAR2(5),NULL,No,No,등록자,철도이용번호
TB_BTR_RAIL_TEMP,RQST_NO,VARCHAR2(15),NULL,No,No,신청번호,철도이용프린터
TB_BTR_RAIL_TEMP,NAME,VARCHAR2(20),NULL,No,No,성명,철도이용프린터
TB_BTR_SEASON_MGMT,STR_DT,VARCHAR2(8),"NOT NULL",Yes,No,시작일,"성수기 일자관리"
TB_BTR_SEASON_MGMT,END_DT,VARCHAR2(8),"NOT NULL",Yes,No,종료일,"성수기 일자관리"
TB_BTR_SEASON_MGMT,REG_DT,DATE,NULL,No,No,등록일,"성수기 일자관리"
TB_BTR_SEASON_MGMT,REG_EMP_NO,VARCHAR2(5),NULL,No,No,등록자,"성수기 일자관리"
TB_BTR_SEASON_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일,"성수기 일자관리"
TB_BTR_SEASON_MGMT,LAST_CHG_EMP_NO,VARCHAR2(5),NULL,No,No,최종수정자,"성수기 일자관리"
TB_BTR_STAV_AMT_CALC_CNTNT,RQST_NO,VARCHAR2(20),"NOT NULL",Yes,Yes,신청번호,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,CNT,NUMBER(1),"NOT NULL",Yes,No,순번,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,CNTNT,VARCHAR2(100),NULL,No,No,내역,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,REG_EMP_DT,DATE,NULL,No,No,등록일,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,체재비계산내역
TB_BTR_STAV_AMT_CALC_CNTNT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일,체재비계산내역
TB_BTR_TRAFFIC_EXMN,RQST_NO,VARCHAR(20),"NOT NULL",Yes,Yes,신청번호,교통비검토
TB_BTR_TRAFFIC_EXMN,EXMN_DT,VARCHAR2(8),NULL,No,No,검토일,교통비검토
TB_BTR_TRAFFIC_EXMN,RETURN_RSN,VARCHAR2(100),NULL,No,No,반려사유,교통비검토
TB_BTR_TRAFFIC_EXMN,EXMN_CLS,VARCHAR2(1),NULL,No,No,검토구분,교통비검토
TB_BTR_TRAFFIC_EXMN,REG_DT,DATE,NULL,No,No,등록일,교통비검토
TB_BTR_TRAFFIC_EXMN,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,교통비검토
TB_BTR_TRAFFIC_EXMN,LAST_CHG_DT,DATE,NULL,No,No,최종수정일자,교통비검토
TB_BTR_TRAFFIC_EXMN,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,교통비검토
TB_BTR_TRAFFIC_MGMT,STR_PLC,VARCHAR2(20),"NOT NULL",Yes,No,출발지,교통비관리
TB_BTR_TRAFFIC_MGMT,ARR_PLC,VARCHAR2(20),"NOT NULL",Yes,No,도착지,교통비관리
TB_BTR_TRAFFIC_MGMT,FGRADE_CLS,VARCHAR2(2),"NOT NULL",Yes,No,직급분류,교통비관리
TB_BTR_TRAFFIC_MGMT,TRAFFIC_KIND,VARCHAR2(10),"NOT NULL",Yes,No,교통편,교통비관리
TB_BTR_TRAFFIC_MGMT,AMT,"NUMBER(20,4)","NOT NULL",No,No,금액,교통비관리
TB_BTR_TRAFFIC_MGMT,BUSY_AMT,NUMBER(20),NULL,No,No,성수기금액,교통비관리
TB_BTR_TRAFFIC_MGMT,REG_DT,DATE,NULL,No,No,등록일,교통비관리
TB_BTR_TRAFFIC_MGMT,REG_EMP_NO,VARCHAR2(10),NULL,No,No,등록자,교통비관리
TB_BTR_TRAFFIC_MGMT,LAST_CHG_DT,DATE,NULL,No,No,최종수정일,교통비관리
TB_BTR_TRAFFIC_MGMT,LAST_CHG_EMP_NO,VARCHAR2(10),NULL,No,No,최종수정자,교통비관리
